uuid,file_size_bytes,prompt,prompt_length,render_count,average_contrast,error
0cc953e8-09e8-5ef6-a7b7-3b2863ea3c1a,6337549,"Create an image of a modern, sleek printer or similar device with a black body and a flat, durable surface for paper placement. The top part of the device should feature a slightly raised edge, and a small, yellowish component resembling a pen or stylus should be present on top. The overall shape should be rectangular and functional, emphasizing efficiency and ease of use.",375,6,44.03832995644111,
d4a99f45-5cee-5ca6-83f2-c24bfc4b360c,7463249,"Create an image of a modern, sleek electronic device with a rectangular shape and smooth, rounded edges. The device should have a predominantly white surface with subtle gradients, and include colorful elements such as blue, purple, and orange lights arranged in a pattern. The overall design should be clean and minimalistic, with no visible buttons or controls on the front side, suggesting a touch-sensitive screen or a different form factor.",445,6,20.024151787881312,
46dfa69d-4f5a-5462-add8-83a9898d9c9d,14800189,"Create an image of a small, pastel pink LEGO block with rounded corners and a smooth, glossy surface. The block should be rectangular in shape, with a gentle and delicate appearance.",182,6,21.2603976276788,
f979e494-784f-59f4-a037-9dcc3bbe9256,12634057,"Create an image of a small electronic component, likely a circuit board or module, with a predominantly white color scheme and some black and gray elements. The object should have a slightly textured surface, sharp edges, and be organized with various components like capacitors and resistors.",293,12,44.377250043149246,
5b794e53-9506-5e60-a336-5e73cdb79639,10753487,"Create an image of a red wooden crate with a distinctive X-shaped pattern on its top surface. The crate should have a sturdy and practical design, with reinforced crossbars on the edges and a textured surface that gives it a rugged and utilitarian look. The crate should be rectangular in shape with sharp corners, and the color should be vibrant red that stands out prominently against any background.",402,12,50.84844900107731,
178d2632-3f4e-5fc8-bda8-9fec4cd57c2b,30110332,"Create an image of a miniature model of a military vehicle, possibly a tank or APC, with intricate details showcasing various components such as turrets, tracks, and mechanical parts. The model should have a weathered look with visible rust and dirt, and the paint job should include shades of brown, green, and black, representing camouflage patterns commonly seen on military vehicles. The overall shape should be rounded at the toe and slightly pointed at the heel, with a thick, cushioned sole featuring a mix of brown and tan hues, resembling a camouflage pattern.",569,6,35.51998368250552,
487c6ef3-bfd6-5fbb-99b8-d393c04840a6,39541960,"Create an image of a small, quaint house with a light blue exterior and a darker roof. The house has a charming, rustic appearance with a gently curved roofline and small, evenly spaced windows. The front door is painted white and has a simple, classic design, while the small porch area features a wooden railing. The overall shape of the house is rectangular, with slight protrusions on either side, possibly indicating dormer windows or additional rooms.",457,8,61.444082876594756,
1e89102f-8c48-501f-b8be-d5fd9cc4a190,20371951,"Create an image of a modern, minimalist house with a flat roof and a slightly curved front. The house should have a light gray base and roof, with darker gray walls and accents. The roof should extend outward slightly, creating a sense of stability and balance. The walls should be composed of horizontal wooden slats, adding a natural and rustic touch to the otherwise contemporary design. The roof should be made of wood, painted in a darker shade, and have a slight overhang at the front. The base of the house should be supported by a sturdy foundation made of concrete or another durable material.",602,8,39.54418571521368,
79ac4a3a-a4c1-50e6-b363-df6a7777ff8a,22707831,"Create an image of a stylized, cartoonish bird character with a bright yellow body, a slightly darker yellow beak and feet, large round white eyes, short orange legs with three toes on each foot, and a smooth glossy texture. The bird should have a friendly and approachable appearance, with its wings small and rounded, and a hint of orange at the tips. The background should be plain white to highlight the vibrant colors and details of the bird.",447,12,15.922629175841104,
57ea2898-ff44-506a-8eb0-4c823627a4f6,7060588,"Create an image of a rectangular object with a gradient of green shades from top to bottom, resembling a piece of paper with a natural, grassy texture. The edges are slightly curved, and there are subtle shadows adding depth. The object should have a slight sheen, enhancing its lifelike quality.",296,6,42.38242413274215,
919d85a4-2b7d-5bbb-8194-23608a66c2c8,8520245,"Create an image of a circular wooden emblem with a large, bold letter ""F"" carved into the wood. The emblem has a warm, earthy tone and a smooth, polished metallic border surrounding the letter. The background should be neutral, allowing the emblem to stand out prominently.",273,6,62.20111653187845,
cc79c623-8391-5b45-acd1-c2003790b1b3,20989255,"Create an image of a rough, uneven rock or mineral with a predominantly light gray coloration, featuring subtle variations in shade and natural textures like cracks and crevices. The object should have an irregular, elongated shape with rounded corners, tapering off at both ends, giving it a slightly organic feel despite its angular edges.",341,8,41.91700652681114,
74864f13-f027-559c-af41-0c1174fc9a76,31939968,"Create an image of a transparent, cubic container with a slightly reflective surface. The cube is primarily composed of a clear material, likely glass or plastic, which allows light to pass through and create a subtle glow around its edges. The edges of the cube are defined by a thin, metallic frame, possibly made of stainless steel or aluminum, which adds a modern and sleek aesthetic to the design. The interior of the cube is illuminated from within, casting a soft, blueish-white light that highlights the smooth, polished surface of the container.",554,8,17.353293275740146,
32727a65-2211-5770-a981-4aeb46f6971e,264503951,"Create an image of a small, rectangular building with a flat roof. The structure should be primarily composed of light gray materials, giving it a neutral and muted appearance. The walls are smooth and uniform, with no visible windows or doors. The roof is also flat and extends across the top of the building, covering the entire width. The roof has a dark brown color, contrasting with the lighter tones of the walls. The edges of the building are slightly rounded, adding a touch of softness to its otherwise angular form. The overall shape is symmetrical, with equal sides and a consistent height from front to back.",620,6,42.572045148828316,
762fd9b7-d8ea-5a44-ad24-adb71b0035eb,5540757,"Create an image of a three-dimensional cube with a smooth, glossy surface featuring a gradient color scheme transitioning from a light teal at the top to a slightly darker teal at the bottom. The edges of the cube are sharp and well-defined, and the lighting highlights its reflective properties, creating subtle reflections on its edges and corners.",350,6,30.19385203031977,
71483f34-19a7-5c15-9561-e8a9fb6f78ac,11504556,"Create an image of a three-dimensional cube with a highly textured surface, primarily dark gray or black in color, featuring small irregular bumps and ridges. The cube should have sharp, well-defined edges and a symmetrical shape, emphasizing its solid and robust nature. The lighting should highlight the texture, creating a sense of tactile quality and realism.",363,12,85.68506708016362,
413670d1-9cc0-5a4e-a5e8-01af28add872,404652162,"Create an animated character with short, light pink hair styled in a bob cut. The character wears a camouflage-patterned outfit consisting of a green and brown military-style uniform. The character's hands are clasped together in front of them, suggesting a thoughtful or contemplative pose. The character's skin tone is light, and there are subtle shadows and highlights that give depth to the figure. The background is plain white, which helps to emphasize the character without any distractions. The overall shape of the character is rounded and slightly curved, giving it a soft, gentle appearance. The materials used appear to be a combination of smooth and slightly textured surfaces, contributing to the realistic yet stylized look typical of many animated characters.",775,6,30.130693829406464,
d7718a0f-9bde-501b-8201-e6d2d97faa5a,10388710,"Create an image of a sleek, modern piece of furniture with a minimalist design featuring clean lines and a smooth surface. The top surface is made of high-quality wood with a natural grain pattern, and the sides and back are made of metal, possibly stainless steel or aluminum. The color palette is predominantly neutral, with shades of gray and black for the metal parts and a light brown for the wood. The object should have a balanced and sophisticated look, suitable for various interior styles from modern to minimalist.",525,12,32.90426163983541,
53f003e5-1715-5eea-9130-f9b8643133bb,6435173,"Create an image of a modern architectural structure with clean lines and a minimalist aesthetic. The primary color is white, with light brown vertical columns supporting flat roofs. The walls are made of a light-colored material like concrete or glass, and large rectangular windows allow for ample natural light. The structure should have multiple levels with a grid-like pattern of columns and a sleek, contemporary look.",423,6,22.014300878495604,
e1d0b40d-087e-5191-964c-98ddc8a173d2,561138129,"Create an image of a rough, irregularly shaped piece of natural rock or mineral with a mix of dark browns and grays, featuring a rugged texture with visible cracks and crevices. The object should appear to have been formed through geological processes like weathering and erosion, giving it a natural, unaltered appearance.",323,6,44.72942332207788,
dbc62f88-e9ef-54a2-abff-0397b4f5b879,23572613,"Create an image of a small, ethereal creature with a predominantly light blue hue and a smooth, glossy surface that reflects light. Its eyes are a striking purple, contrasting sharply against its pale blue skin. The creature has a streamlined, aerodynamic shape with delicate, translucent fins that blend seamlessly into its body, giving it a sense of fluidity and grace.",371,12,33.445103482310806,
d07d3d1a-71f2-52fe-b7e1-2d028a609346,10831206,"Create an image of a rectangular table with a minimalist design featuring a smooth, flat surface made of a dark material, possibly wood or a wood-like composite. The edges are straight and clean, and the legs are slender and straight, tapering slightly towards the bottom. The table has a sleek, modern appearance with a polished and sturdy look, and its color scheme includes dark tones that contrast sharply with the lighter background, enhancing its visual appeal.",467,8,46.30772483764688,
14d8d897-4f84-5cb5-ba22-928171f1cfed,18223836,"Create an image of a small, quaint house with a distinctive medieval or early modern European architectural style. The house is primarily constructed from wood, with visible grain patterns on the walls and roof. The roof is covered with thatched material, adding to the rustic charm. The house has a rectangular base with slightly protruding sides, giving it a boxy yet cozy appearance. The front facade features a small, triangular gable roof with a thatched covering, extending over the entrance area. The walls are made of wooden planks, painted in a light beige color that complements the natural wood tones. There are several small windows along the sides of the house, each framed similarly to the main window.",716,12,46.63839433280612,
c400873a-cd90-55b7-8559-a73a3311e4c1,53374636,"Create an image of a stack of three rectangular sheets of paper or cardboard. The top sheet is a deep red with a glossy finish, the middle sheet is a lighter shade of red with a matte finish, and the bottom sheet is light purple with a matte finish. The sheets are stacked on top of each other, with the red sheet on top, followed by the lighter red sheet, and then the purple sheet at the bottom. The edges of the sheets are slightly rounded, giving them a soft and gentle appearance. The overall shape of the object is rectangular, with the sheets being of uniform size and thickness.",586,6,36.11960393035448,
cc3357b5-76b2-594c-8c79-3932663e23a0,5183302,"Create an image of a modern, sleek piece of furniture with a contemporary design. The object should have a rectangular shape with clean lines and a smooth surface. The primary color should be a light gray or silver, and the top surface should be made of clear glass with slightly curved edges. The metal frame supporting the glass top should be made from stainless steel or another durable metal, and the legs should be metallic with a sleek design. The base should be solid and sturdy, likely made from a heavy-duty material such as wood or a composite material.",563,6,21.355957487113514,
350a33f5-eb9b-5d33-bcfe-0a4b43392d58,5326121,"Create an image of a cylindrical container with a vibrant and playful design. The primary color is bright green, adorned with small, irregularly shaped pink spots. At the bottom, there is a contrasting yellow section, which appears slightly raised and gives the container a three-dimensional look. The edges are smooth and rounded, contributing to its overall rounded and soft appearance. The texture seems matte, suggesting it might be made from a material like plastic or ceramic. There are no visible signs of wear or damage, indicating the container is new or well-maintained. The lighting highlights its glossy finish, making the colors pop and the details stand out clearly.",680,6,40.475165894150685,
ac048104-1bec-5251-80f7-9960487ff696,52073982,"Create a 3D model of a modern architectural structure, possibly a building or sculpture, composed of metal and glass. The structure should have a sleek and contemporary design, featuring numerous vertical and horizontal beams painted in a gradient of yellow and white. The beams should be arranged in a grid-like pattern, with some being thicker and adding depth and dimension. The edges of the beams should have a slightly reflective quality, enhancing their metallic appearance. The overall aesthetic should be clean and minimalist.",534,6,20.55112241427553,
eaba8747-f7db-5bf6-8c0e-42f76db8caf6,118894940,"Create an image of a ceramic vase with a white body and a distinctive design. The vase should have a cylindrical shape with a slightly flared opening at the top, giving it a graceful and balanced form. The base of the vase is wider than the neck, providing stability and a sense of weight. The surface of the vase features intricate blue patterns, which add a touch of sophistication and contrast to the otherwise monochromatic piece.",434,6,43.45601114361286,
4c810481-f3c0-5df9-ae20-1c8cb97eb512,14369267,"Create an image of a piece of rough, natural stone with an irregular, jagged surface featuring a mix of brown and reddish hues. The texture is coarse and uneven, with visible cracks and crevices, adding depth and complexity to its appearance. The shape is elongated and somewhat tapered, with no defined edges or corners, emphasizing its natural, unpolished state.",364,12,55.91494370089749,
32a40553-64d4-5daa-8e72-a2a9b181bc69,262987695,"Create an image of a rectangular prism with a light blue upper section and a vibrant red lower section. The blue section has a smooth, glossy finish reflecting light subtly, while the red section has a matte finish and a more angular shape. The object should appear sleek and modern, with clean edges and a subtle gradient effect on the surface.",345,12,50.99708447900193,
